dtstart,dtend,dtstamp,organizer,uid,attendee,created,description,last-modified,location,sequence,status,summary,transp
"2024-10-08T10:00:00Z","2024-10-08T11:00:00Z","2024-10-06T12:51:25Z","","45ffa305f35990e4964f2eb7121b815c@mulife.ie","","2023-02-27T13:06:37Z"," Beidh Tae agus Plé i seomra na Gaeilge agus beidh tae agus milseáin (pringles, bríoscaí, pancóga in amanta) ar fáil saor in aisce agus is spás sábhailte é chun do chúpla focal a fheabhsú agus cairde a dhéanamh! Ag tosnú ar an 26ú mí Mheán Fómhair!! ","2024-09-30T13:59:57Z","Seomra na Gaeilge","0","CONFIRMED","Tae agus Plé  - Cuallacht Cholm Cille [Physical Activity] MU Life","OPAQUE"
"2024-10-17T10:00:00Z","2024-10-17T11:00:00Z","2024-10-06T12:51:25Z","","462fac62af0268ccd1a2f2926ea09373@mulife.ie","","2024-09-29T16:54:28Z"," Archery training: Come along whether you have been shooting for years, or are yet to start you are more than welcome to come along!","2024-09-30T13:59:57Z","Large Sports Hall, Phoenix Building","0","CONFIRMED","Thursday Training - Archery [Physical Activity] MU Life","OPAQUE"
"2024-10-10T10:00:00Z","2024-10-10T11:00:00Z","2024-10-06T12:51:25Z","","49f6eda2f1e4ebf849809a88f017f818@mulife.ie","","2024-09-29T16:54:28Z"," Archery training: Come along whether you have been shooting for years, or are yet to start you are more than welcome to come along!","2024-09-30T13:59:57Z","Large Sports Hall, Phoenix Building","0","CONFIRMED","Thursday Training - Archery [Physical Activity] MU Life","OPAQUE"
"2024-10-24T10:00:00Z","2024-10-24T11:00:00Z","2024-10-06T12:51:25Z","","57615675cc741b52fc3dae3be99dc7d0@mulife.ie","","2024-09-29T16:54:28Z"," Archery training: Come along whether you have been shooting for years, or are yet to start you are more than welcome to come along!","2024-09-30T13:59:57Z","Large Sports Hall, Phoenix Building","0","CONFIRMED","Thursday Training - Archery [Physical Activity] MU Life","OPAQUE"
"2024-10-24T13:00:00Z","2024-10-24T14:00:00Z","2024-10-06T12:51:25Z","","59d30bdea8fe4dc7e554f1d73605d70d@mulife.ie","","2023-02-27T13:08:40Z"," Beidh Tae agus Plé i seomra na Gaeilge agus beidh tae agus milseáin (pringles, bríoscaí, pancóga in amanta) ar fáil saor in aisce agus is spás sábhailte é chun do cúpla focal a fheabhsú agus cairde a dhéanamh! Chomh maith le sin beidh cluichí bord ann freisin chun do scileanna Monopoly no Connect4 a chleachtadh! Ag tosnú ar an 27ú mí Mheán Fómhair!!","2024-09-30T13:59:57Z","Ionad Eolais (Info Centre)","0","CONFIRMED","Tae agus Plé agus Cluichí - Cuallacht Cholm Cille [Physical Activity] MU Life","OPAQUE"
"2024-10-18T12:00:00Z","2024-10-18T13:00:00Z","2024-10-06T12:51:25Z","","5ce884fb408adc641cf24a4d172c4142@mulife.ie","","2024-09-29T16:56:25Z"," Archery training: Come along to shoot! Whether you've been shooting for years, or are yet to start you are more than welcome to come along!","2024-09-30T13:59:57Z","Large Sports Hall, Phoenix Building","0","CONFIRMED","Friday Training - Archery [Physical Activity] MU Life","OPAQUE"
"2024-10-15T11:00:00Z","2024-10-15T12:00:00Z","2024-10-06T12:51:25Z","","6234d888871c54bf838ec6cd9ba4e3ed@mulife.ie","","2024-09-29T21:09:38Z"," Every week on tuesday 12 to 2 we meet up to enjoy some tea and chats and few biscuits so come destress with us","2024-09-30T13:59:57Z","rye events space","0","CONFIRMED","tea and chats - Tea [Physical Activity] MU Life","OPAQUE"
"2024-10-22T13:00:00Z","2024-10-22T14:00:00Z","2024-10-06T12:51:25Z","","6625afb245c82cbd5bca39d1e77f35bd@mulife.ie","","2024-09-29T16:51:37Z"," Archery training: Come along to shoot! Whether you've been shooting for years, or are yet to start you are more than welcome to come along!","2024-09-30T13:59:57Z","Large Sports Hall, Phoenix Building","0","CONFIRMED","Tuesday Training - Archery [Physical Activity] MU Life","OPAQUE"
"2024-10-11T12:00:00Z","2024-10-11T13:00:00Z","2024-10-06T12:51:25Z","","6c45cbf33b40a77c90de66d6f922d8e6@mulife.ie","","2024-09-29T16:56:25Z"," Archery training: Come along to shoot! Whether you've been shooting for years, or are yet to start you are more than welcome to come along!","2024-09-30T13:59:57Z","Large Sports Hall, Phoenix Building","0","CONFIRMED","Friday Training - Archery [Physical Activity] MU Life","OPAQUE"
"2024-10-25T12:00:00Z","2024-10-25T13:00:00Z","2024-10-06T12:51:25Z","","9e5ee8d7f1fe6d8ccb8909895d9e58ea@mulife.ie","","2024-09-29T16:56:25Z"," Archery training: Come along to shoot! Whether you've been shooting for years, or are yet to start you are more than welcome to come along!","2024-09-30T13:59:57Z","Large Sports Hall, Phoenix Building","0","CONFIRMED","Friday Training - Archery [Physical Activity] MU Life","OPAQUE"
"2024-10-15T10:00:00Z","2024-10-15T11:00:00Z","2024-10-06T12:51:25Z","","d2362cd8b4c658fd02e464fd4dc77d18@mulife.ie","","2023-02-27T13:06:37Z"," Beidh Tae agus Plé i seomra na Gaeilge agus beidh tae agus milseáin (pringles, bríoscaí, pancóga in amanta) ar fáil saor in aisce agus is spás sábhailte é chun do chúpla focal a fheabhsú agus cairde a dhéanamh! Ag tosnú ar an 26ú mí Mheán Fómhair!! ","2024-09-30T13:59:57Z","Seomra na Gaeilge","0","CONFIRMED","Tae agus Plé  - Cuallacht Cholm Cille [Physical Activity] MU Life","OPAQUE"
"2024-10-22T11:00:00Z","2024-10-22T12:00:00Z","2024-10-06T12:51:25Z","","d2a6d63302e8ff5a8d7c21ff48b23718@mulife.ie","","2024-09-29T21:09:38Z"," Every week on tuesday 12 to 2 we meet up to enjoy some tea and chats and few biscuits so come destress with us","2024-09-30T13:59:57Z","rye events space","0","CONFIRMED","tea and chats - Tea [Physical Activity] MU Life","OPAQUE"
"2024-10-17T13:00:00Z","2024-10-17T14:00:00Z","2024-10-06T12:51:25Z","","d6a0b0478acffcdbc0fc75da4474074c@mulife.ie","","2023-02-27T13:08:40Z"," Beidh Tae agus Plé i seomra na Gaeilge agus beidh tae agus milseáin (pringles, bríoscaí, pancóga in amanta) ar fáil saor in aisce agus is spás sábhailte é chun do cúpla focal a fheabhsú agus cairde a dhéanamh! Chomh maith le sin beidh cluichí bord ann freisin chun do scileanna Monopoly no Connect4 a chleachtadh! Ag tosnú ar an 27ú mí Mheán Fómhair!!","2024-09-30T13:59:57Z","Ionad Eolais (Info Centre)","0","CONFIRMED","Tae agus Plé agus Cluichí - Cuallacht Cholm Cille [Physical Activity] MU Life","OPAQUE"
"2024-10-10T13:00:00Z","2024-10-10T14:00:00Z","2024-10-06T12:51:25Z","","e634b86928df01d5a9b025119e0c871f@mulife.ie","","2023-02-27T13:08:40Z"," Beidh Tae agus Plé i seomra na Gaeilge agus beidh tae agus milseáin (pringles, bríoscaí, pancóga in amanta) ar fáil saor in aisce agus is spás sábhailte é chun do cúpla focal a fheabhsú agus cairde a dhéanamh! Chomh maith le sin beidh cluichí bord ann freisin chun do scileanna Monopoly no Connect4 a chleachtadh! Ag tosnú ar an 27ú mí Mheán Fómhair!!","2024-09-30T13:59:57Z","Ionad Eolais (Info Centre)","0","CONFIRMED","Tae agus Plé agus Cluichí - Cuallacht Cholm Cille [Physical Activity] MU Life","OPAQUE"
"2024-10-08T11:00:00Z","2024-10-08T12:00:00Z","2024-10-06T12:51:25Z","","e6893adbf129087b6b68e6274f6d1f57@mulife.ie","","2024-09-29T21:09:38Z"," Every week on tuesday 12 to 2 we meet up to enjoy some tea and chats and few biscuits so come destress with us","2024-09-30T13:59:57Z","rye events space","0","CONFIRMED","tea and chats - Tea [Physical Activity] MU Life","OPAQUE"
"2024-10-22T10:00:00Z","2024-10-22T11:00:00Z","2024-10-06T12:51:25Z","","f97e745fabc2278cedea836c32274e7c@mulife.ie","","2023-02-27T13:06:37Z"," Beidh Tae agus Plé i seomra na Gaeilge agus beidh tae agus milseáin (pringles, bríoscaí, pancóga in amanta) ar fáil saor in aisce agus is spás sábhailte é chun do chúpla focal a fheabhsú agus cairde a dhéanamh! Ag tosnú ar an 26ú mí Mheán Fómhair!! ","2024-09-30T13:59:57Z","Seomra na Gaeilge","0","CONFIRMED","Tae agus Plé  - Cuallacht Cholm Cille [Physical Activity] MU Life","OPAQUE"
"2024-10-28T18:00:00Z","2024-10-28T19:00:00Z","2024-10-06T12:51:25Z","","165c26eaa0a2a99c2399af08ab946313@mulife.ie","","2022-09-29T19:15:41Z","Fundamentals of Muay Thai and Kickboxing will run through the basics of punching, kicking, throwing knees and combinations as well as the fundamentals of footwork.  We will work on the basics by demonstration and work to hone those skills through shadow boxing and pad work. The class will also include conditioning through circuits, core conditioning, pad work and shadow boxing. Equipment required for beginners are hand wraps and gloves if you have them. For advanced fighters there will be light sparring with gumshields gloves and shin guards.","2024-10-01T00:59:56Z","Small Sports Hall (Phoenix Building)","0","CONFIRMED","Muay Thai and Kickboxing Fundamentals - Kickboxing [Physical Activity] MU Life","OPAQUE"
"2024-10-28T12:00:00Z","2024-10-28T13:00:00Z","2024-10-06T12:51:25Z","","228c236b61ba8023e0605b46f557c9b3@mulife.ie","","2024-09-19T19:03:18Z"," Every monday 12 to 2 join us as well as some other nerdy societies to drink tea relax and start your week off right in the nerdiest way","2024-10-01T00:59:56Z","rye events space","0","CONFIRMED","NerdTea!!! - Anime & Sci Fi [Physical Activity] MU Life","OPAQUE"
"2024-10-28T11:00:00Z","2024-10-28T12:00:00Z","2024-10-06T12:51:25Z","","3664560730ecea5e3494f2e0212301b3@mulife.ie","","2023-09-18T19:20:12Z"," Join us for a chill morning of coffee and conversation! Whether you're learning and want to practice your oral skills, or you're a native speaker and want to meet other people like you, this is the place for you. We aim to speak as much Spanish as we're each able to, and get to know each other while we do it. ¡Únete a nosotros! ¡Nos divertiremos!","2024-10-01T00:59:56Z","MSU Silken Thomas Yew Meeting Room","0","CONFIRMED","Café y Charlar - Conversation Hour - Spanish [Physical Activity] MU Life","OPAQUE"
"2024-10-28T11:00:00Z","2024-10-28T12:00:00Z","2024-10-06T12:51:25Z","","783ef01baad9df61c826510bcffebe52@mulife.ie","","2024-08-22T13:04:45Z"," MU Soccer Indoor 5 A Side Futsal League You may be interested in play Indoor 5 A Side Futsal. Our Indoor 5 a side Futsal tournament takes place over March & April annually. For further Information contact barry.prenderville@mu.ie","2024-10-01T00:59:56Z","MU Large Sports Hall (Phoenix)","0","CONFIRMED","MU Soccer 5 A Side Futsal League - Soccer [Physical Activity] MU Life","OPAQUE"
"2024-10-28T20:00:00Z","2024-10-28T21:00:00Z","2024-10-06T12:51:25Z","","bf48a3925aa32fd4369eb7cb515d6de6@mulife.ie","","2023-10-03T16:07:43Z"," Join us for our weekly Youth 2000 prayer meeting. Includes: Adoration, Rosary, Gospel reading and reflection, music, followed by a social afterwards in the Common room. All welcome!","2024-10-01T00:59:56Z","St. Catherine's Chapel, North Campus","0","CONFIRMED","Youth 2000 Prayer meeting - Catholic [Physical Activity] MU Life","OPAQUE"
"2024-10-28T18:00:00Z","2024-10-28T19:00:00Z","2024-10-06T12:51:25Z","","c8e8f63b0ea38bf046d893069c944b86@mulife.ie","","2024-09-25T11:46:03Z"," Our weekly meet-up at Gravity Climbing Centre in Inchicore. It is great for all levels of bouldering and great way to meet up with fellow climbers in the university. There is the C3 and C4 dublin busses to Memorial gardens and a 20 minute walk. If you have never climbed before, please book a induction at Gravity where the staff will help you learn the basic and how to stay safe while climbing. ","2024-10-01T00:59:56Z","Gravity Climbing","0","CONFIRMED","Monday Climbing Session - Rock Climbing [Physical Activity] MU Life","OPAQUE"
"2024-10-25T16:00:00Z","2024-10-25T17:00:00Z","2024-10-06T12:51:25Z","","37bbd3b60b61f521d09472ae98d5516c@mulife.ie","","2024-09-30T18:52:06Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-01T10:59:58Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-18T16:00:00Z","2024-10-18T17:00:00Z","2024-10-06T12:51:25Z","","51fe8fd8a69b6fa1ed40c0bc57d34e72@mulife.ie","","2024-09-30T18:52:06Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-01T10:59:58Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-08T09:30:00Z","2024-10-08T10:30:00Z","2024-10-06T12:51:25Z","","65400811c6b18ec93f40c08a02ea3e25@mulife.ie","","2024-09-30T18:50:41Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-01T10:59:58Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-17T13:30:00Z","2024-10-17T14:30:00Z","2024-10-06T12:51:25Z","","68f07c5cacb1b979529face0eef2350f@mulife.ie","","2024-09-30T18:50:32Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-01T10:59:58Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-24T13:30:00Z","2024-10-24T14:30:00Z","2024-10-06T12:51:25Z","","87fcdd7bdb9e1d9a6c3e6754d2de3a1c@mulife.ie","","2024-09-30T18:50:32Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-01T10:59:58Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-15T09:30:00Z","2024-10-15T10:30:00Z","2024-10-06T12:51:25Z","","8a2baa96f4d1741b08aba17f4151470f@mulife.ie","","2024-09-30T18:50:41Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-01T10:59:58Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-22T09:30:00Z","2024-10-22T10:30:00Z","2024-10-06T12:51:25Z","","961b72be4bb0f2fa7422596de7f4ec1a@mulife.ie","","2024-09-30T18:50:41Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-01T10:59:58Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-10T13:30:00Z","2024-10-10T14:30:00Z","2024-10-06T12:51:25Z","","a8eb523f3156e1a550906b211aad3165@mulife.ie","","2024-09-30T18:50:32Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-01T10:59:58Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-11T16:00:00Z","2024-10-11T17:00:00Z","2024-10-06T12:51:25Z","","d2b5f0d338b58232f59f5380b9916b95@mulife.ie","","2024-09-30T18:52:06Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-01T10:59:58Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-29T11:00:00Z","2024-10-29T12:00:00Z","2024-10-06T12:51:25Z","","1fe0fb24b94c1cbb427af31b2e2870c3@mulife.ie","","2023-02-27T13:06:37Z"," Beidh Tae agus Plé i seomra na Gaeilge agus beidh tae agus milseáin (pringles, bríoscaí, pancóga in amanta) ar fáil saor in aisce agus is spás sábhailte é chun do chúpla focal a fheabhsú agus cairde a dhéanamh! Ag tosnú ar an 26ú mí Mheán Fómhair!! ","2024-10-02T07:59:57Z","Seomra na Gaeilge","0","CONFIRMED","Tae agus Plé  - Cuallacht Cholm Cille [Physical Activity] MU Life","OPAQUE"
"2024-10-29T10:30:00Z","2024-10-29T11:30:00Z","2024-10-06T12:51:25Z","","7096bb866d7bff0627b1a188130f9c0e@mulife.ie","","2024-09-30T18:50:41Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-02T07:59:57Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-29T10:00:00Z","2024-10-29T11:00:00Z","2024-10-06T12:51:25Z","","a169cc1bea83535894faef1ccd8ce6d2@mulife.ie","","2024-09-24T18:33:55Z"," Every Wednesday from 10am - 12pm the Classics Society will hold their weekly Tea & Coffee morning ! All are welcome to attend :) The activity will be held in Silken Thomas Yew, which is upstairs in the MSU Info Centre unless stated otherwise. Keep an eye on our socials (@Classicssoc) for any changes that may be made to our T&C mornings and for more information on our big monthly events ! We hope to see you there :)","2024-10-02T07:59:57Z","Silken Thomas Yew","0","CONFIRMED","Tea & Coffee Morning - Classics [Physical Activity] MU Life","OPAQUE"
"2024-10-29T12:00:00Z","2024-10-29T13:00:00Z","2024-10-06T12:51:25Z","","e3691149e5c86d154b899f39857ad106@mulife.ie","","2024-09-29T21:09:38Z"," Every week on tuesday 12 to 2 we meet up to enjoy some tea and chats and few biscuits so come destress with us","2024-10-02T07:59:57Z","rye events space","0","CONFIRMED","tea and chats - Tea [Physical Activity] MU Life","OPAQUE"
"2024-10-29T12:00:00Z","2024-10-29T13:00:00Z","2024-10-06T12:51:25Z","","e779448947ea606da6711d640f696153@mulife.ie","","2024-09-25T13:05:57Z"," We will be reading Friedrich Nietzsche's book Twilight of the Idols. There will be handouts provided! So just bring yourself (or other poor souls you have 'convinced' to attend). No prior knowledge required! We will be reading the book as a group, out loud, and then discuss what we think about it. Simultaneously, you are not required to read as the host will make up for it by reading more passages if needs be.","2024-10-02T07:59:57Z","Clubs & Socs Rye space 2","0","CONFIRMED","Reading circle: 'Twilight of the Idols' - Philosophy [Physical Activity] MU Life","OPAQUE"
"2024-10-29T18:00:00Z","2024-10-29T19:00:00Z","2024-10-06T12:51:25Z","","f57f84357bfa90b27746e25823f33c97@mulife.ie","","2021-09-28T16:53:58Z"," Beginners Aikido Class. We start with some warm up exercises and then move onto some movement drills and falling drills. Following this we will start on some basic techniques. All are welcome!","2024-10-02T07:59:57Z","PE Hall, Sports Centre","0","CONFIRMED","Aikido Class - Aikido [Physical Activity] MU Life","OPAQUE"
"2024-10-29T14:00:00Z","2024-10-29T15:00:00Z","2024-10-06T12:51:25Z","","fe0a0711e6c3b0a6fd8c416735d32558@mulife.ie","","2024-09-29T16:51:37Z"," Archery training: Come along to shoot! Whether you've been shooting for years, or are yet to start you are more than welcome to come along!","2024-10-02T07:59:57Z","Large Sports Hall, Phoenix Building","0","CONFIRMED","Tuesday Training - Archery [Physical Activity] MU Life","OPAQUE"
"2024-10-09T17:30:00Z","2024-10-09T18:30:00Z","2024-10-06T12:51:25Z","","5a864031c89965d5eccc55c4f5759ae0@mulife.ie","","2022-10-11T12:14:16Z"," Come along to our weekly evening meetups for problems and pizza every Wednesday from 6:30 in MS2 (Logic House).","2024-10-02T19:59:57Z","MS2, Logic House","0","CONFIRMED","Evening Meetups - Maths [Physical Activity] MU Life","OPAQUE"
"2024-10-16T17:30:00Z","2024-10-16T18:30:00Z","2024-10-06T12:51:25Z","","81fb2c47e02dbdd98e6f8a9a14be8bf6@mulife.ie","","2022-10-11T12:14:16Z"," Come along to our weekly evening meetups for problems and pizza every Wednesday from 6:30 in MS2 (Logic House).","2024-10-02T19:59:57Z","MS2, Logic House","0","CONFIRMED","Evening Meetups - Maths [Physical Activity] MU Life","OPAQUE"
"2024-10-15T11:00:00Z","2024-10-15T12:00:00Z","2024-10-06T12:51:25Z","","833c59c81e4b2c405e74610ecd4aea41@mulife.ie","","2024-09-29T21:07:03Z"," Hi everybodyEvery monday at 12 to 2 we will have nerd tea where us and other nerds socs will meet enjoy some tea and be a nerd","2024-10-02T19:59:57Z","rye events space","0","CONFIRMED","NerdTea!!! - Tea [Physical Activity] MU Life","OPAQUE"
"2024-10-08T11:00:00Z","2024-10-08T12:00:00Z","2024-10-06T12:51:25Z","","b8a083f0656df437645bd434c191ee71@mulife.ie","","2024-09-29T21:07:03Z"," Hi everybodyEvery monday at 12 to 2 we will have nerd tea where us and other nerds socs will meet enjoy some tea and be a nerd","2024-10-02T19:59:57Z","rye events space","0","CONFIRMED","NerdTea!!! - Tea [Physical Activity] MU Life","OPAQUE"
"2024-10-22T11:00:00Z","2024-10-22T12:00:00Z","2024-10-06T12:51:25Z","","c32811b01f5083f3b5e90e8451f488d4@mulife.ie","","2024-09-29T21:07:03Z"," Hi everybodyEvery monday at 12 to 2 we will have nerd tea where us and other nerds socs will meet enjoy some tea and be a nerd","2024-10-02T19:59:57Z","rye events space","0","CONFIRMED","NerdTea!!! - Tea [Physical Activity] MU Life","OPAQUE"
"2024-10-29T12:00:00Z","2024-10-29T13:00:00Z","2024-10-06T12:51:25Z","","e375ee7fe1499297c1e3c8c65d8c40e3@mulife.ie","","2024-09-29T21:07:03Z"," Hi everybodyEvery monday at 12 to 2 we will have nerd tea where us and other nerds socs will meet enjoy some tea and be a nerd","2024-10-02T19:59:57Z","rye events space","0","CONFIRMED","NerdTea!!! - Tea [Physical Activity] MU Life","OPAQUE"
"2024-10-23T17:30:00Z","2024-10-23T18:30:00Z","2024-10-06T12:51:25Z","","f20da47cc3cbdc829f78b5950f678a16@mulife.ie","","2022-10-11T12:14:16Z"," Come along to our weekly evening meetups for problems and pizza every Wednesday from 6:30 in MS2 (Logic House).","2024-10-02T19:59:57Z","MS2, Logic House","0","CONFIRMED","Evening Meetups - Maths [Physical Activity] MU Life","OPAQUE"
"2024-10-30T11:00:00Z","2024-10-30T12:00:00Z","2024-10-06T12:51:25Z","","30663d46eb616e3e440a9c8e116e228a@mulife.ie","","2021-10-20T10:20:18Z"," This is Wednesday's Test Activity,This is Wednesday's Test Activity,This is Wednesday's Test Activity. This is Wednesday's Test Activity,This is Wednesday's Test Activity,This is Wednesday's Test Activity,This is Wednesday's Test Activity. This is Wednesday's Test Activity","2024-10-03T09:59:57Z","JHI John Hume building","0","CONFIRMED","Wednesday's Test Activity - Test Society [Physical Activity] MU Life","OPAQUE"
"2024-10-30T18:00:00Z","2024-10-30T19:00:00Z","2024-10-06T12:51:25Z","","3779e642b6657070cc728b28fc037c43@mulife.ie","","2022-09-29T19:26:55Z"," Wednesday sessions for advanced levels will include light sparring, partner drills and pad work, we will work specifically to hone previously gone over combinations and play around with stringing combinations together. We will also work to introduce new techniques both offensive and defensive as well as continuing to develop footwork. Conditioning will include leg and core conditioning. For sparring bring gum shield, wraps, gloves and shin guards. For beginners we will expand on fundamentals and techniques as well as flexibility, mobility and conditioning. Bring hand wraps and gloves if you have them.","2024-10-03T09:59:57Z","Small Sports Hall (Phoenix Building)","0","CONFIRMED","Muay Thai and Kickboxing Drills - Kickboxing [Physical Activity] MU Life","OPAQUE"
"2024-10-30T18:30:00Z","2024-10-30T19:30:00Z","2024-10-06T12:51:25Z","","44b73dc88cfe4345d31cf0fff6fee74d@mulife.ie","","2022-10-11T12:14:16Z"," Come along to our weekly evening meetups for problems and pizza every Wednesday from 6:30 in MS2 (Logic House).","2024-10-03T09:59:57Z","MS2, Logic House","0","CONFIRMED","Evening Meetups - Maths [Physical Activity] MU Life","OPAQUE"
"2024-10-30T18:30:00Z","2024-10-30T19:30:00Z","2024-10-06T12:51:25Z","","8231ce4d87865dd4213586b46f7ac2a0@mulife.ie","","2023-10-10T17:18:30Z"," Hey :) We run different events every week such as Movie Screenings, Origami Nights, Haiku Nights etc. The details of what we are doing this week will be sent out in emails to members or you can check out our Instagram Mujapansoc. Open to whoever wants to come by. Hope to see you there! ","2024-10-03T09:59:57Z","Location updated weekly","0","CONFIRMED","Japanese Culture Society Weekly Meetup - Japanese Culture [Physical Activity] MU Life","OPAQUE"
"2024-10-30T18:30:00Z","2024-10-30T19:30:00Z","2024-10-06T12:51:25Z","","8292af8d51090d3a80266b7518d8bea7@mulife.ie","","2024-09-20T12:21:14Z"," Join us for our weekly movie screenings. Check our instagram, whatsapp groupchat, discord, or subscribe to our mailing list to get updates on what movie we will be watching that week! The venue might be subject to change and we will post the new venue if that is the case.","2024-10-03T09:59:57Z","Iontas Lecture Theater","0","CONFIRMED","Film Screening Weekly - Film [Physical Activity] MU Life","OPAQUE"
"2024-10-31T18:00:00Z","2024-10-31T19:00:00Z","2024-10-06T12:51:25Z","","045c05cfb0a400dda64f75a94518f61f@mulife.ie","","2021-09-28T16:54:26Z"," Beginners Aikido Class. We begin with some stretching exercises, movement drills and falling drills. Then we will start looking at some basic techniques. All are welcome","2024-10-04T00:59:57Z","PE Hall, Sports Centre","0","CONFIRMED","Aikido Class - Aikido [Physical Activity] MU Life","OPAQUE"
"2024-10-31T11:00:00Z","2024-10-31T12:00:00Z","2024-10-06T12:51:25Z","","82cf405fb4e212ea79839309b750aa78@mulife.ie","","2024-09-29T16:54:28Z"," Archery training: Come along whether you have been shooting for years, or are yet to start you are more than welcome to come along!","2024-10-04T00:59:57Z","Large Sports Hall, Phoenix Building","0","CONFIRMED","Thursday Training - Archery [Physical Activity] MU Life","OPAQUE"
"2024-10-31T14:30:00Z","2024-10-31T15:30:00Z","2024-10-06T12:51:25Z","","afce995b14e954b694f32c12387cf95c@mulife.ie","","2024-09-30T18:50:32Z"," Weekly powerlifting training in the scholarship gym with a focus on three movements - Squat, Bench Press, and Deadlift. All welcome!","2024-10-04T00:59:57Z","Scholarship Gym","0","CONFIRMED","Powerlifting Training - Powerlifting [Physical Activity] MU Life","OPAQUE"
"2024-10-31T18:00:00Z","2024-10-31T19:00:00Z","2024-10-06T12:51:25Z","","b8fd72b4aabefc4f29a237ee76a56751@mulife.ie","","2024-09-25T11:48:05Z"," Our weekly meet-up at Gravity Climbing Centre in Inchicore. It is great for all levels of bouldering and great way to meet up with fellow climbers in the university. There is the C3 and C4 dublin busses to Memorial gardens and a 20 minute walk. If you have never climbed before, please book a induction at Gravity where the staff will help you learn the basic and how to stay safe while climbing.","2024-10-04T00:59:57Z","Gravity Climbing Centre","0","CONFIRMED","Thursday Climbing session - Rock Climbing [Physical Activity] MU Life","OPAQUE"
"2024-10-31T14:00:00Z","2024-10-31T15:00:00Z","2024-10-06T12:51:25Z","","d285186cfd345705b172fc89c75c6d12@mulife.ie","","2023-02-27T13:08:40Z"," Beidh Tae agus Plé i seomra na Gaeilge agus beidh tae agus milseáin (pringles, bríoscaí, pancóga in amanta) ar fáil saor in aisce agus is spás sábhailte é chun do cúpla focal a fheabhsú agus cairde a dhéanamh! Chomh maith le sin beidh cluichí bord ann freisin chun do scileanna Monopoly no Connect4 a chleachtadh! Ag tosnú ar an 27ú mí Mheán Fómhair!!","2024-10-04T00:59:57Z","Ionad Eolais (Info Centre)","0","CONFIRMED","Tae agus Plé agus Cluichí - Cuallacht Cholm Cille [Physical Activity] MU Life","OPAQUE"
"2024-10-08T13:00:00Z","2024-10-08T14:00:00Z","2024-10-06T12:51:25Z","","18440bd37637f0fe5bebe6f86a58bad1@mulife.ie","","2024-10-04T15:19:53Z"," Hey Everyone! Our training sessions on the canal are to help each one of you experience kayaking safely and also so we can all have a bit of fun. No gear is required, although we do recommend you bring a towel and a change of clothes cause your probably gonna get a bit wet! Hope to see you all there!","2024-10-04T15:59:57Z","Royal Canal Maynooth","0","CONFIRMED","MUCK Canal Sessions - MUCK [Physical Activity] MU Life","OPAQUE"
